release_group_name,release_count,first_release_date_year,artist_position,mbid,primary_type_name,secondary_type_name,dz_artist_id,dz_name,sc_artist_id
Shape of You,6,2017,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
Beautiful People (Seth Hills remix),1,2025,0,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Levitating (Amaal Mallik remix),6,2021,0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,Remix,8706544,Dua Lipa,5250517
Ceinture noire,26,2018,0,b2fbd053-4380-412c-95d2-35c6da8f1011,Album,,4429712,GIMS,5263805
Titulaires,1,2020,0,ee5acbd5-d291-4fe1-a06a-88060b131b77,Single,,604107,SDM,5583003
Breathe Me,1,2023,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,,3469,Sia,567274
Collection Best,1,2009,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,Compilation,198,Céline Dion,60087
Louder Than Words,3,2010,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
A New Day Has Come (席琳·迪翁｜嶄新的一天),1,2002,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,Compilation,198,Céline Dion,60087
Princess of China,7,2012,1,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,,564,Rihanna,520084
Mano,1,2022,1,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,Single,,4803754,Dadju,4884911
A Sky Full of Stars (CAJOR remix),1,2018,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,Remix,892,Coldplay,555560
Anderlecht Champion (Stromae Remix),1,2025,2,ab2528d9-719f-4261-8098-21849222a0f2,Single,,310260,Stromae,828329
Carré vip,2,2020,0,ce155ad5-afc8-4398-bf38-c99f02cd0814,Album,,4842061,Naps,3690398
Never Going Home Tonight,1,2024,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Stay (Don’t Go Away),2,2019,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Together,1,2020,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,Soundtrack,3469,Sia,567274
I See Fire (Kygo remix),1,2014,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,Remix,384236,Ed Sheeran,860349
Reste,1,2019,0,b2fbd053-4380-412c-95d2-35c6da8f1011,Single,,4429712,GIMS,5263805
FourFiveSeconds,4,2015,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,,564,Rihanna,520084
WHERE IS MY HUSBAND! (Remix),2,2025,1,302bd7b9-d012-4360-897a-93b00c855680,EP,Remix,542,David Guetta,572836
Break My Heart,14,2020,0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,,8706544,Dua Lipa,5250517
Forever Young (A7S remix),1,2025,0,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
The Day That You Moved On,1,2017,1,2f548675-008d-4332-876c-108b0c7ab9c5,Single,,3469,Sia,567274
Lyrical Invasion,1,2016,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Compilation,13,Eminem,57633
BED (The BEDtime Mixes),1,2021,2,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
No Lie,4,2016,1,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,,8706544,Dua Lipa,5250517
Diamonds (Remixes),1,2012,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,Remix,564,Rihanna,520084
Baby Don’t Hurt Me,2,2023,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Guts Over Fear,1,2014,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Single,,13,Eminem,57633
Live à Paris,6,1996,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,Live,198,Céline Dion,60087
Goodbye's (The Saddest Word),1,2002,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,,198,Céline Dion,60087
Detox,1,2010,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Compilation,13,Eminem,57633
Couteau dans le dos,1,2025,1,b2fbd053-4380-412c-95d2-35c6da8f1011,Single,,4429712,GIMS,5263805
John,1,2021,0,8e6c44df-06fc-4852-83d0-ef0efed6630a,Single,,1191615,Jul,2265158
Paris c'est loin,1,2016,0,71ff695e-896a-4043-aea4-93eadde08d09,Single,,9197980,Damso,4289606
+-=÷× (TOUR COLLECTION: LIVE),5,2024,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Album,Live,384236,Ed Sheeran,860349
We Copy the Remix...,1,2004,2,e52815f0-0db9-49b2-acb7-1af6b2dfa936,Album,Mixtape/Street,13011,Soprano,627188
Décembre,1,2023,0,55304866-1b79-4365-a6b1-961c95e9fc57,Single,,1479842,PLK,5096340
Incredible,1,2014,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,,198,Céline Dion,60087
Off the Wall,2,2000,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Compilation,13,Eminem,57633
Voices Of Mayhem,1,2025,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Album,Compilation,75491,Lady Gaga,522177
÷,33,2017,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Album,,384236,Ed Sheeran,860349
Chops of Silence (Chopped Not Slopped),1,2012,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Album,Remix,4050205,The Weeknd,856411
Encore,2,2004,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Single,,13,Eminem,57633
Baddies,1,2025,0,cf580d82-3f3e-4b86-8874-7e0fbe794f01,Single,,8909272,Aya Nakamura,4843823
Pablo,1,2022,1,74def643-c770-470d-a0b5-21c0fa60069e,Single,,4448630,Maes,5278902
Bad Liar,1,2018,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Single,,416239,Imagine Dragons,1188385
Jack Is Back,1,2008,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Shady Situation,1,2010,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Compilation,13,Eminem,57633
Fly Me to the Moon (Inspired by FINAL FANTASY XIV),1,2021,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,,3469,Sia,567274
Just The Way I Am,1,NA,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Compilation,13,Eminem,57633
Polak,1,2018,0,55304866-1b79-4365-a6b1-961c95e9fc57,Album,,1479842,PLK,5096340
C'EST FAUX,1,2022,1,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,Single,,4803754,Dadju,4884911
One Kiss (Jauz remix),2,2018,1,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,Remix,8706544,Dua Lipa,5250517
Rated R: Remixed,5,2010,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Album,Remix,564,Rihanna,520084
Drop the World,1,2010,1,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Single,,13,Eminem,57633
Mélanie,1,1984,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,,198,Céline Dion,60087
Work,3,2016,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,,564,Rihanna,520084
Destinée,2,2025,0,cf580d82-3f3e-4b86-8874-7e0fbe794f01,Album,,8909272,Aya Nakamura,4843823
Die Living,2,2026,1,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Breaking Point,1,2014,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,,13,Eminem,57633
Lost in the Fire,3,2019,1,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,,4050205,The Weeknd,856411
Le Fléau,7,2020,0,b2fbd053-4380-412c-95d2-35c6da8f1011,Album,,4429712,GIMS,5263805
Soleil,1,2022,2,8e6c44df-06fc-4852-83d0-ef0efed6630a,Single,,1191615,Jul,2265158
The King and I (From the Original Motion Picture Soundtrack ELVIS),2,2022,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Single,Soundtrack,13,Eminem,57633
Gimme Love (sped up version),1,2023,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,Remix,3469,Sia,567274
Step by Step,1,2018,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,,3469,Sia,567274
Rat des villes,1,2009,0,785c0e9c-89f6-4bf4-8296-443a46632d62,Single,,390,Booba,522394
Arc-en-ciel,1,2019,0,785c0e9c-89f6-4bf4-8296-443a46632d62,Single,,390,Booba,522394
Avec classe,1,2024,1,cf580d82-3f3e-4b86-8874-7e0fbe794f01,Single,,8909272,Aya Nakamura,4843823
My Love (Major Lazer VIP remix),2,2017,3,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,Remix,8706544,Dua Lipa,5250517
"2016-10-24: The Howard Stern Show, New York, NY, USA",1,2016,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Broadcast,Live,75491,Lady Gaga,522177
Warriors,1,2014,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Single,Soundtrack,416239,Imagine Dragons,1188385
Remix Album,1,2001,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Remix,13,Eminem,57633
Tu la regardes,1,2017,1,b2fbd053-4380-412c-95d2-35c6da8f1011,Single,,4429712,GIMS,5263805
Everyday Is Christmas,14,2017,0,2f548675-008d-4332-876c-108b0c7ab9c5,Album,,3469,Sia,567274
Electric Riri,1,2022,1,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,,564,Rihanna,520084
Floating Through Space (JIM OUMA remix),1,2021,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,Remix,3469,Sia,567274
Parisienne,1,2025,0,b2fbd053-4380-412c-95d2-35c6da8f1011,Single,,4429712,GIMS,5263805
J'AI MENTI.,1,2024,0,71ff695e-896a-4043-aea4-93eadde08d09,Album,,9197980,Damso,4289606
What’s the Difference,1,2002,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Mixtape/Street,13,Eminem,57633
Jefe,1,2021,0,41fe37a6-f4bb-4340-9c14-e2c8e5d854f1,Album,,5542343,Ninho,4847604
Fils 2,1,2021,1,55304866-1b79-4365-a6b1-961c95e9fc57,Single,,1479842,PLK,5096340
Variant,1,2021,0,785c0e9c-89f6-4bf4-8296-443a46632d62,Single,,390,Booba,522394
What Now,1,2013,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,,564,Rihanna,520084
Play Hard,4,2012,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
The Prayer,1,2008,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,Live,198,Céline Dion,60087
C'est la vie,1,2011,0,e52815f0-0db9-49b2-acb7-1af6b2dfa936,Single,,13011,Soprano,627188
Céline Dion chante Noël,1,1981,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,,198,Céline Dion,60087
Own It,1,2019,1,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
Astrid,1,2025,1,55304866-1b79-4365-a6b1-961c95e9fc57,Single,,1479842,PLK,5096340
J’avais juste envie d’écrire.,1,2021,0,71ff695e-896a-4043-aea4-93eadde08d09,Single,,9197980,Damso,4289606
Prisoner (Tomsize remix),1,2016,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,Remix,4050205,The Weeknd,856411
"Live at Q Club Zurich, Switzerland",1,2008,0,302bd7b9-d012-4360-897a-93b00c855680,Album,Live,542,David Guetta,572836
Helium,1,2018,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,Remix,3469,Sia,567274
All Eyes on Me,1,2010,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,DJ-mix,13,Eminem,57633
Adventure of a Lifetime (Yotto remix),1,2022,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,Remix,892,Coldplay,555560
Hitmixes,1,2009,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,EP,Remix,75491,Lady Gaga,522177
I Bet My Life,2,2014,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Single,,416239,Imagine Dragons,1188385
One Kiss,3,2018,1,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,,8706544,Dua Lipa,5250517
Depuis que j'ai l'argent,1,2023,1,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,Single,,4803754,Dadju,4884911
On est fait pour ça,1,2019,0,ce155ad5-afc8-4398-bf38-c99f02cd0814,Album,,4842061,Naps,3690398
"Album gratuit, vol. 6",2,2021,0,8e6c44df-06fc-4852-83d0-ef0efed6630a,Album,Compilation,1191615,Jul,2265158
Supermarket Flowers (live at the BRITs),1,2018,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,Live,384236,Ed Sheeran,860349
Sweetest Pie (RAY ISAAC Remixes Promo),1,2022,0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,EP,Remix,8706544,Dua Lipa,5250517
Sad Girls (extended mix),1,2026,1,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Rehab,3,2008,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,,564,Rihanna,520084
You Da One,2,2011,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,,564,Rihanna,520084
It’s All Coming Back to Me Now,9,1996,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,,198,Céline Dion,60087
Live @Zénith de Paris 2012,1,2012,0,6cad3ce5-6380-4594-a8da-ae7d273b683d,Album,Live,259467,Orelsan,789245
Dans la légende,5,2016,0,da04991d-8e8a-43be-9892-1e6342a77410,Album,,1519461,PNL,1936284
M.I.L.S 3 (Réédition),2,2020,0,41fe37a6-f4bb-4340-9c14-e2c8e5d854f1,Album,,5542343,Ninho,4847604
Vaccin,1,2022,0,d6f204c1-ea79-4ad0-bac3-862faad14130,Single,,7365500,Josman,4816066
Zero,1,2010,0,6cad3ce5-6380-4594-a8da-ae7d273b683d,Album,Mixtape/Street,259467,Orelsan,789245
End of an Era (live from Mexico),5,2026,0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,Live,8706544,Dua Lipa,5250517
The Anger Management Tour Live,2,2005,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Live,13,Eminem,57633
Don't Stop the Music (Ed Marquis Bootleg),1,2016,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,Remix,564,Rihanna,520084
Birds,2,2019,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Single,,416239,Imagine Dragons,1188385
Greatest Hits,1,2005,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Album,Compilation,892,Coldplay,555560
Atlas,1,2013,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,Soundtrack,892,Coldplay,555560
Bitch Better Have My Money (R3Hab Remix),1,2015,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,Remix,564,Rihanna,520084
The First Time Ever I Saw Your Face,1,2000,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,,198,Céline Dion,60087
Shivers,3,2021,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
Taking Chances,5,2007,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,,198,Céline Dion,60087
Galway Girl,1,2018,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
The Singles 1999–2006,1,2007,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,Compilation,892,Coldplay,555560
F64,1,2023,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
Drive [Remixes],1,2018,1,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
F*** Me I’m Famous! Ibiza Mix 2009,3,2009,1,302bd7b9-d012-4360-897a-93b00c855680,Album,Compilation,542,David Guetta,572836
Training Season (live at the BRITs 2024),4,2024,0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,Live,8706544,Dua Lipa,5250517
Summer Wine,2,2020,1,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,Single,,4889156,Clara Luciani,4290170
Carré Ok,1,2024,0,530a9937-4229-4d7e-8457-4853d7d5dd7a,Single,,10189104,Soolking,6403312
Ashes,1,2018,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,Soundtrack,198,Céline Dion,60087
2U (remixes),1,2017,0,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Émancipation - Freedom Pt. II,1,2024,0,e52815f0-0db9-49b2-acb7-1af6b2dfa936,Album,,13011,Soprano,627188
You Can’t Change Me,1,2022,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Elastic Heart (Havok Roth remix),1,2014,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,Remix,3469,Sia,567274
I love you,2,2023,1,0c980a2b-ca09-4d04-ad80-e7c2ce9621fb,Single,,12526056,Tayc,5125715
God Is a DJ,2,2021,1,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Take Care,2,2012,1,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,,564,Rihanna,520084
Weeknd in the Trap,1,2014,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Album,DJ-mix,4050205,The Weeknd,856411
Wild Thoughts,2,2017,1,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,,564,Rihanna,520084
Mental,1,2019,0,55304866-1b79-4365-a6b1-961c95e9fc57,Album,Mixtape/Street,1479842,PLK,5096340
Arès,1,2021,0,b0dfa8b9-cd40-43eb-9472-c02cb1db3297,Album,,74463,Timal,3964938
Christmas Tree,3,2008,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Single,,75491,Lady Gaga,522177
Eminem - Lose Yourself (Hardwell & Maddix Bootleg),1,2018,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Single,Remix,13,Eminem,57633
New Casanova,1,2016,0,6a2244c9-3122-454e-b83d-b23e2968884e,EP,,171998,Hamza,841407
The Fame: CD Sampler,1,2009,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,EP,Compilation,75491,Lady Gaga,522177
Original (from Dolittle),1,2020,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,Soundtrack,3469,Sia,567274
Fix You,6,2005,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,,892,Coldplay,555560
I Don't Wanna Wait (acoustic),1,2024,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Born to Be Yours,2,2018,1,012151a8-0f9a-44c9-997f-ebd68b5389f9,Single,,416239,Imagine Dragons,1188385
VIEUX SONS,1,2024,0,71ff695e-896a-4043-aea4-93eadde08d09,Album,Compilation,9197980,Damso,4289606
Viva La Vida (live in Buenos Aires),1,2018,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,Live,892,Coldplay,555560
Baby Don’t Hurt Me (Remixes),2,2023,0,302bd7b9-d012-4360-897a-93b00c855680,EP,Remix,542,David Guetta,572836
Maximum Pressure,1,2000,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Compilation,13,Eminem,57633
Histoire sans fin,1,2020,1,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,Single,,4803754,Dadju,4884911
"Amour, gloire & cité",2,2012,0,9ff87295-bdfc-46fc-b605-456cc39d84ca,Album,,259729,Alonzo,627192
Look At Me Now (Bootleg),1,2011,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,,13,Eminem,57633
Santa’s Coming for Us,1,2017,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,,3469,Sia,567274
"2000-07-19: Up in Smoke Tour: San Jose, CA, USA",1,2012,1,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Live,13,Eminem,57633
Ma jolie,1,2017,0,8e6c44df-06fc-4852-83d0-ef0efed6630a,Single,,1191615,Jul,2265158
Freestyle CKO,1,2024,0,785c0e9c-89f6-4bf4-8296-443a46632d62,Single,,390,Booba,522394
Live at Ford Field,2,2025,1,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Single,Live,13,Eminem,57633
Live - The We Meaning You Tour 2010 : Live At The Roundhouse - 27.05.201033e-b159-ce6a4885d0df,1,2013,0,2f548675-008d-4332-876c-108b0c7ab9c5,Album,Live,3469,Sia,567274
3 jours à Motorbass,1,2019,0,5386511f-b7bd-4058-9b5e-2c5dc426e1c9,Album,Live,5111084,Lomepal,1180989
Blindé comme un tank,1,2021,3,8e6c44df-06fc-4852-83d0-ef0efed6630a,Single,,1191615,Jul,2265158
Castle on the Hill,7,2017,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
Parler à mon père,1,2012,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,,198,Céline Dion,60087
LA FAMA,1,2021,1,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,,4050205,The Weeknd,856411
Émotions,2,2016,0,8e6c44df-06fc-4852-83d0-ef0efed6630a,Album,,1191615,Jul,2265158
Hymne à l’amour (live from the Olympic Games Paris 2024),2,2024,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,Live,198,Céline Dion,60087
O.K.R (pt.2),1,2019,0,2f548675-008d-4332-876c-108b0c7ab9c5,Album,Compilation,3469,Sia,567274
Millions,2,2021,2,41fe37a6-f4bb-4340-9c14-e2c8e5d854f1,Single,,5542343,Ninho,4847604
Let Somebody Go (Ofenbach remix),1,2022,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,Remix,892,Coldplay,555560
No Love,1,2010,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Single,,13,Eminem,57633
iTunes Festival: London 2011,1,2011,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,EP,Live,384236,Ed Sheeran,860349
My Universe (David Guetta remix),1,2021,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,Remix,892,Coldplay,555560
Tous Les Mêmes,1,2013,0,ab2528d9-719f-4261-8098-21849222a0f2,Single,,310260,Stromae,828329
One Love,33,2009,0,302bd7b9-d012-4360-897a-93b00c855680,Album,,542,David Guetta,572836
Rude Boy (The Remixes),1,2010,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,Remix,564,Rihanna,520084
Command Performance,1,1998,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,Live,198,Céline Dion,60087
Violet Hill,5,2008,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,,892,Coldplay,555560
Love Me Harder,6,2015,1,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,,4050205,The Weeknd,856411
Do What U Want,1,2013,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Single,,75491,Lady Gaga,522177
Elastiqué X Somebody,1,2023,1,6a2244c9-3122-454e-b83d-b23e2968884e,Single,,171998,Hamza,841407
Amsterdam,1,2012,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Single,,416239,Imagine Dragons,1188385
iTunes Session,1,2013,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,EP,Live,416239,Imagine Dragons,1188385
SIN TI,1,2024,0,b2fbd053-4380-412c-95d2-35c6da8f1011,Single,,4429712,GIMS,5263805
Le Passé,1,2020,2,10df38da-1292-4881-bd96-c6dfead3934b,Single,,4087782,Lacrim,859596
Daddy,1,2019,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,,892,Coldplay,555560
Sharks,1,2022,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Single,,416239,Imagine Dragons,1188385
Blow Your Mind (Mwah),6,2016,0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,,8706544,Dua Lipa,5250517
Prince de la Calle,1,2020,0,ee5acbd5-d291-4fe1-a06a-88060b131b77,Single,,604107,SDM,5583003
Señora,1,2014,0,8e6c44df-06fc-4852-83d0-ef0efed6630a,Single,,1191615,Jul,2265158
On s'fait du mal,1,2023,1,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,Single,,4803754,Dadju,4884911
Hellbound,1,2002,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Single,,13,Eminem,57633
Baby,1,2022,1,785c0e9c-89f6-4bf4-8296-443a46632d62,Single,,390,Booba,522394
California King Bed,1,2011,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,,564,Rihanna,520084
LES DERNIÈRES VOLONTÉS DE MOZART (SYMPHONY),7,2022,0,b2fbd053-4380-412c-95d2-35c6da8f1011,Album,,4429712,GIMS,5263805
Bad Habits (MEDUZA Extended Remix),1,2021,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,Remix,384236,Ed Sheeran,860349
Light Up My Body (2DB Remix),1,2017,0,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
THUG CEREMONY,1,2025,0,635e50a0-3c8f-4675-a0e6-9e3555cc4e0a,Album,,455796,Leto,5468234
Jul,1,2015,0,8e6c44df-06fc-4852-83d0-ef0efed6630a,Album,Compilation,1191615,Jul,2265158
Platinum Collection 2001,1,2001,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Compilation,13,Eminem,57633
Unstoppable (The Remixes),1,2022,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,Remix,3469,Sia,567274
Greatest Hits,1,2012,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Album,Compilation,564,Rihanna,520084
New Material,1,2006,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,EP,Mixtape/Street,75491,Lady Gaga,522177
Music: Songs from and Inspired by the Motion Picture,5,2021,0,2f548675-008d-4332-876c-108b0c7ab9c5,Album,Soundtrack,3469,Sia,567274
Wicked Games,2,2012,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,,4050205,The Weeknd,856411
Salle d'attente,1,2014,0,71ff695e-896a-4043-aea4-93eadde08d09,Album,Mixtape/Street,9197980,Damso,4289606
Pon de Replay (OJ's Speed Garage Remix),1,2023,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,,564,Rihanna,520084
Ed Sheeran,2,2006,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,EP,,384236,Ed Sheeran,860349
Best of David Guetta,1,NA,0,302bd7b9-d012-4360-897a-93b00c855680,Album,Compilation,542,David Guetta,572836
Gang Shit 7 (Guantanamo),1,2020,1,635e50a0-3c8f-4675-a0e6-9e3555cc4e0a,Single,,455796,Leto,5468234
Photograph,6,2015,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
Evolve,19,2017,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Album,,416239,Imagine Dragons,1188385
Train Mistral,1,2025,0,070a4a70-705b-41ba-a30a-cac559c781f8,Single,Soundtrack,162665,SCH,5263675
Earned It (Fifty Shades of Grey),7,2014,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,Soundtrack,4050205,The Weeknd,856411
Gizeh,1,2015,0,062ab94e-b7a5-47a9-b3f4-cc1750c3f859,Single,,5175734,Vald,950572
Live au Vélodrome,1,2022,0,8e6c44df-06fc-4852-83d0-ef0efed6630a,Album,Live,1191615,Jul,2265158
New Rules (Alison Wonderland Remix),2,2017,0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,Remix,8706544,Dua Lipa,5250517
5G,1,2020,0,785c0e9c-89f6-4bf4-8296-443a46632d62,Single,,390,Booba,522394
PremieRôle,1,2019,0,ee5acbd5-d291-4fe1-a06a-88060b131b77,Single,,604107,SDM,5583003
