hashed_id,profession_declaree,profession_recode
d5fe532737203f86433eb893b99b087ec2f90adbf7734f59c50ce43310d356a8,Conseillère en assurances,Conseillère en assurances
349d25e49c5bebe788a4d763c2e9e51bb2cb0f0a74b0aab06332800cb59fe4d6,Ingénieur,Ingénieur des mines
2e311faab8bb88c4f38263a4e526d98dde2bbc0c8aa0f199d9f9149a936f665f,Cadre dirigeant d'entreprise du commerce,Cadre dirigeant d'entreprise du commerce
44f30a0ea65c8439114bf488cdcc2b57f5caf85e5f0f498ce57a7ef7759532e3,Consultant informatique,Consultant informatique
2013af8818447b0d0914de7d3740619364d264ff69ffedc982d7b6762e518d24,Cadre administratif d'entreprise,Cadre administratif d'entreprise
125b909f7d744d60c9fef53528599af78d7f6b285578132162ee5157bfcd4de6,Courtier de prêts immobiliers,Courtier de prêts immobiliers
7613ca719738042b62a41cbdd344d4e380023139c6dd13f285e9e7da29a82d96,Assistant aux utilisateurs en informatique,Assistant aux utilisateurs en informatique
b3b2cf6e8f786aa3e7753d32a8ac24dcd96e3173ca8fa59f77d8bcf193b2173c,Infirmière en psychiatrie,Infirmière en psychiatrie
bf78ce951f1907bf933e8d8a9aec14bcbe69cd3112a5062bdf07dcc29b7064ef,Animatrice pour enfants,Animatrice pour enfants
a2f7b6f771709653e303c0d12a0feea29af80c613a153aa4a104ed44b89a8fa3,Assistante administrative des collectivités territoriales,Assistante administrative des collectivités territoriales
9f3cc7ba6d30962e07132a334784ceee4886290e9e220e32b03704aa18100975,Responsable Patrimoine,Responsable de patrimoine immobilier
7c46f46680ddbd84409fb825021148fea108725d75453a74a71020ba5dc7e5c1,Infirmière d'entreprise,Infirmière d'entreprise
5a0af09751dc00ffca5c716bdd098e519095ba9b7de89aa50c3568106f451ace,Directeur général d'entreprise de services,Directeur général d'entreprise de services
db82412636eb17cdbbef88d49fbfe9c6a19fc913c5c6f1a9024d63b990994b91,"Conseiller commercial en portes, fenêtres, stores","Conseiller commercial en portes, fenêtres, stores"
9acaf78e4a352fba2abb7564a628575573537380caad2576efbd97ec205c591a,Administrateur fonction publique internationale,Administrateur de la fonction publique d'État
a139f8057eed66a8d647cea44e7c76a2e4f561f103587693394cd8493cd9fe90,Directrice Marketing,Directrice du marketing
077c3b506604a6053ef623ae19ce78a0058cea3cd57c73142e1bf7397081b2db,Assistante commerciale,Assistante commerciale
9168c042b6f3f86bb3d5b8c3402aec0b4fa9814470fcea23d5005aafcda3cf1f,Architecte DPLG,Architecte DPLG
c0bc30c4ef72d7c8899343e14957fbe7dfa6fbb2236a6c190a37356b686b2995,Urbaniste,Urbaniste
4c3e006b1c7897f17fbf3f16d081ac9d3c0266069913913572bd9893cca7d09c,Facteur,Facteur
cbbd29dfc9920daa16ae3e684e03c7ca92ca6b1a3923404663adf8a0b5a8ce95,Conseiller en gestion de patrimoine,Conseiller en gestion de patrimoine
f69e44f35bb30f2e8308f7d96e7f7bf1e03644c12fe7881a62efce33d91d7da7,Responsable Comm,Responsable communication
8dc971503b9a94f2e72a860ee4fc1296ce52fcbc62b7d0b85cb637e145f869f4,Administrateur système informatique,Administrateur système informatique
07b6613313c96fa9157b8e2d8d377a01cc9fcbc63e3f3ff9805f397527598c23,Formateur pour adulte,Formateur pour adulte
910e88507e4e8b3e9220115fe8a3053579b9914a0235eb1da73c5dd4a518f387,Assistant administratif d'entreprise,Assistant administratif d'entreprise
413553033cc706123d835bdfa77d79583a4e1e61d3c83aa89d14c96377960cc2,Sergent-chef de l'armée,Sergent-chef de l'armée
99f42a6f3a43edf945328d685e4cab8625d04513d4302db6573deafc39e7578f,Artiste musicien,Artiste musicien
b89ec64c4e40c9f28bdfd1f42dc0a44641dfa6b2a04437076ea8278583a96b3e,Plombier chauffagiste,Plombier chauffagiste
cd3e39b476421f404582fd63e174dce4ef3519071700116544b5eb10e75fd20d,Fraiseur de l'industrie des métaux,Fraiseur de l'industrie des métaux
6b257b0c87b2cf96d30bac80daf53b856fe1987460d0958dc61bbbc375d8f5ce,Magasinier (logistique),Magasinier (logistique)
d2e93bc93371efc92097a5e49a1282168cbd1c9c9e3c0d58d45ceca539fcfdb2,Chauffeur poids lourds (PL),Chauffeur poids lourds (PL)
d45502e30d25971d9fad08901284f2650507519bcb9805c6a99125fedaca2539,enseignant chercheur,Enseignant chercheur (maître de conférence)
91a54e757ecac45bd2ee31724dc46370684a33f97386e3b09eacd5d1e6807059,Relationship manager,NA
a884f64cb9cd21783a1802f1e0c91b8752cc449157279d5310aae12342d1da26,Commercial en immobilier,Commercial en immobilier
ed14623120f52811f336845e9d2b387ed9196dd526481f020a9e48f66827b7ac,Technicienne,NA
e802085f9ac0876b2bafaceea1bf5e1bced0354290d04b49e7b91a807d471f81,Acheteur approvisionneur du commerce,Acheteur approvisionneur du commerce
7778f8e09280d11432f2e6ced71c9514358d82989443b15de765d138c485f409,CHEFFE D'ENTREPRISE,NA
60a846381d742281f6419fed4cb6f1b67fa173f84ef242409d01ff71c41acbc4,"Enseignant certifié en lycée (CAPES, CAPET)",Enseignant certifié en lycée
43b3f8bee8afeff7dd8679aace26fb57a22e6428ac595483773fa13da69c26a3,Chef de projet informatique,Chef de projet informatique
538107e2dac61eabd684608a9c732ed7ca6a627efdc8ee5807d5636ef46c8670,Cariste,Cariste
a6294950b7e130f53a02f167e1b3fe6432532fc801e399bc32ac333a146ad995,Assistante commerciale,Assistante commerciale
4912f2f979f659ef7f42ef4f3a56c310e221f0210a40344b78b388665921b0fd,Conseillère sejour,Conseillère culturelle
afb452975965d82125af9f3545016c9cc201503e9655c5a99c2cd6348491e961,Ouvreur,Ouvreur
898e1508736c59a2c3ec2a093b458db0977b622ac8b1cd5b1e743c49de831a88,Assistante d’agence d’intérim,Commerciale en agence d'intérim
75e6eba6210eb1ab9c5dd354dc06ebcd40d2d968664e597304479059d340d925,Cadre technique de production industrielle,Cadre technique de production industrielle
06c75ef30faacbd7797e9b54379855bdabb9a4c2c7566cafd213565524660977,Chef de projet informatique,Chef de projet informatique
84980076070e9f25dd6bb9747ec790a9829de99d9518692c7b0edeb8b84035fd,Chef de secteur du commerce,Chef de secteur du commerce
7df9d52f7768100feca014f39673526ec8d70020b679cd2d5b9d191f600fdbed,Responsable logistique,Responsable logistique
65545baf6df585d5ee08abd01bfb787d9a325462b861c543e81cdce1d8b1e7c0,Agent administratif de l'État,Agent administratif de l'État
afe5897a8131f07a9d8f57c0f69628afc293517f80703a7acc6b26488a8f81b5,Chef de projet recherche et développement (R&D) de l'énergie,Chef de projet recherche et développement (R&D) de l'énergie
289be22c4103dc74b5d415f5ac4cc95cab9ed084dc2e5d918a6a772bf932132c,Chef de secteur du commerce,Chef de secteur du commerce
f52262e13d8a31b353460f8390c02224affa4bcfb669a2a7fc39c5075c30e917,Assistante sociale,Assistante sociale
4babd5a1acfdf99e371b8664117157c20a6ecc7ce003b3d7dc52a7a3c2cf7bd4,Ingénieur d'études en informatique,Ingénieur d'études en informatique
9376c64e46034c7e7c36c06f2416c2b6126e261bae95bfcfa29cd126ee604b96,Responsable technique,Responsable technique dans le transport
e14db7ef366151381e7ea7c6932852e45dbb4ab2f046eba96fbf9d849bd6c0e5,Chargé d’affaire,Chargé d'affaires de l'industrie
7812d2db0e8dcc16617ca62fc0dc4aaef311cff96a8d05a100134e9b0c28528c,Responsable marketing,Responsable marketing
2f4871afae7153b473ead8561310af1e0ac1bec07611aaea1c895aaeb1878eff,Opticienne-lunetière,Opticienne-lunetière
9c2d21d0d8a312abc9ec3721fdbf03271539fa899a1bb4d7f2fdfd0ff98c2ed8,Banque,Agente commerciale de banque
34ca66e0713ce101d627f878809f980ff9e6ce0a57e4c6c660016773b1bc1c61,"Surveillante en milieu scolaire (école, collège, lycée)","Surveillante en milieu scolaire (école, collège, lycée)"
b27d3d51337d24b1ff1386311cf1df1ce85bde4326d553b977288b937431c852,Directeur de service informatique (50 salariés ou plus),Directeur de service informatique (50 salariés ou plus)
a198d66c66c02b089398af97c6df157f3341fc27e22980a2b7e5f2bb09c93c61,Technicien de laboratoire médical,Technicien de laboratoire médical
a607edb6c32fbbe5d92c0903e159012e04c1b90b19c1b6f370f1b99d7d9acf57,Vétérinaire,Vétérinaire
2766689269c52850d969fa0f062cd4e13d6707c2693772a26a56753a9be2de77,Employée administrative (secrétariat),Employée administrative (secrétariat)
f52f394a059d24f88ce11acbe864c38b5421c35fb5d8ea88973ddf0753be098e,Aide comptable,Aide comptable
e19188fb1e4586308289e167a6db2bec9d5f5f09aca341bb2cb3ec87b57a3819,Aesh,Accompagnante des élèves en situation de handicap (AESH)
09270849ec96dc4554a78c6ebf0ec81262df267959ecf2cc58be87310e6d72d5,Aide soignante,Aide-soignante
de91d4436843f4d8dca92b0d882a9ddf1ee31e58cff1bc62b8fb0e80914954e2,Technicienne de méthodes,Technicienne de méthodes
0fe6da95097101948c711e14465247c4f174978c659d49c9fd61bdd825c24c69,Cadre socio-éducative,Cadre socio-éducative
89e9e4aab86f4bc34283ae2f59800b7f99b0d06839588b0e285c0d01743e2af1,Employé administratif dans la logistique,Employé administratif dans la logistique
97515df45fb02a81d8ffd9dbbd2de7c958866f2e01f74469e7c45437d9ef84a6,Entrepreneure,NA
6ca0a7ca3bf02c225bc840910149b59358ab15d19f7181342580ebf21d47a1b8,Auxiliaire de vie sociale,Auxiliaire de vie sociale
8913592854b04fb3b49416c898aa56267d881af61afb84da948ad590e20c8aad,Enseignant en lycée professionnel (PLP),Enseignant en lycée professionnel (PLP)
530c04d4f9bbf3573bfa80b5511a456c2a5363f4e8a1743d66cfe6d38f217daa,Infirmière en psychiatrie,Infirmière en psychiatrie
8c36d2aaeca5e88d52d6eba378a3b369a4b82a3e33c8515eb13c97ba75061fdd,Chargée de clientèle en assurances,Chargée de clientèle en assurances
23eff0223edf879ce15bb8b4b514814f0d13c8f2febed3c053a9ecffcb520e89,Assistant ventes internationales,Assistant des ventes
8d472d33309c389926cae96b9d1d5be11c20870bb8d8936da0afb2ec98c13b5b,Secrétaire commerciale automobile,Secrétaire commerciale des transports
4d9ab716f95f2e115869c885a4455e2ede3fa5d96ee04e35f48f29afa6734945,Libraire,Libraire
285a743991ff9d4a53f48511c5c42485095aec6df3295096a7f07095cea52229,Chef d'entreprise commerce,Directrice générale d'entreprise du commerce
0fedd6de70e74b330b21b8b9feb48cc078e236f6a364716b579fe1eec2d92348,Traducteur interprète,Traducteur interprète
d9b2ec5af3c89cf622a27da353b32b89477fc12a9c847b6501576b74400aaa5c,Agent de tri postal,Agent de tri postal
27218f44d1cb10ef009469c917eb8959da1dcdcc195dce7d1bc82490bb5f97d6,Conseiller clientèle du commerce,Conseiller clientèle du commerce
9108d3e799f37633da288df6eef20fe231130a312baf1b5dac6f9ae1878bf96b,MEDECIN,Médecin généraliste
cafb8421e3c126c17970b9b09cd9eba74844cfe80ebca67957b5979e0c75e269,Directeur des ressources humaines (50 salariés ou plus),Directeur des ressources humaines (DRH) (50 salariés ou plus)
76af57b2995e2bef858a7af1c2b3e2cf8de664ed25c64decb39c28698dc967b1,Tireur de câble fibre,Technicienne fibre optique
bec68816ef3943d427e3a755f18cba913940dc912f85abac72d9c1e27ec9e491,Chargée des ressources humaines,Chargée d'études en ressources humaines (RH)
7973f80de48410d43f3c3de4df21d5d951229af364c370966101de6f6b892ff5,Médecin praticien hospitalier,Médecin praticien hospitalier
5cda50acbb9e588423f4c3f7ea731a94f129fe15b8bd94f25d4ec913ea6531fd,Chef de service informatique,Chef de service informatique
adfbafa2f254d9c0dfb661f8c7925b1fd96dcc949442fea07f092bf6b7c1ca03,Consultant en réseaux informatiques,Consultant en réseaux informatiques
8a65a0d954b31cc939b2fd381da5e1d84be8e084aae26b6f446803b2595dfe2a,Manipulateur d'Electroradiologie medicale,Manipulateur en électroradiologie
36ebd45023fa90318db74c315411e83261387128d14b38ff11fec08c0997254c,Developpeur,Développeur en informatique
9bb0bba411b75c825f4db3b8c1f11090885c11725452b6f75a1998adfdebf831,conseil en propriété industrielle,Conseiller juridique en propriété industrielle
10c28b5fa69742d828c762e6dcfeddc982ca6bcdc0397edf9195c88db9ba93cf,Chef de projet informatique,Chef de projet informatique
020fd290b21944cc506161a7c3be91baa4e69f5421deb0b55d22538516c78b91,Magasinier cariste,Magasinier cariste
d3909ea360867228814b4ba6c6470b521377f88bd6ab12159bf0092dc7960041,conseillere,NA
370c1d4b093d182658e615f2c66a3198387470ceb707b9fe3c2c94f4b5175978,pilote procès,NA
5be2122f2f18b4648a921a1ff37a1f27289760d1230eeaac814014774509db15,Agent fonction publique territoriale,NA
2754106088726c13c807236bdff571a63cc64e24a2d303e807c546d290da6bff,Neurochirurgien,Neurochirurgien
297cbcb441a6d0db4020f87e788f06137bb17e0447cd970fb227774fe80876e5,Audioprothésiste,Audioprothésiste
21df602adcefa2ed4299de436af2881036af8d7ebcea7c4df912afa83d7f82dc,Ambulancier,Ambulancier
f1e654a04388ec7078a1be23831431f241104960dac8a39a2e8237f3c4dee91e,Mécanicien d'entretien automobile,Mécanicien d'entretien automobile
0ddfb0f8d6592f969758288e6083e834bc670a408f1465eb4d992feb567e64f1,Comptable d'entreprise,Comptable d'entreprise
93f45929c054c18cb74595f8b71a756d35de61cf5ca03c8ac867dd91c6227c1a,Responsable du recrutement,Responsable du recrutement
e3066a03b9690b190902a6176b50f9c2609ec5e90ac4013623ad06d6a28f7a50,Assmat,Assistante maternelle agréée
236e9dc3bcefc10f1fcbc7ed3d49a44195778d11f734cbf0a463dbfa0ace555f,Agent technique territorial,NA
afef54e2e4273bd71ca9e5f48e574656cdfb43610e2a5e4f7ddd7d62d3369d06,Enseignante (professeure des écoles),Enseignante (professeure des écoles)
eda72e9251bfffbdd6611fd0fe4a88f2c1e2847fe0ec946ad088a288f7972c34,Notaire assistante,Notaire assistante
302468c16a5a4fb00ccb2bed1450e666cd17141817cf0ae8041dbd036064cff2,Directeur commercial (50 salariés ou plus),Directeur commercial (50 salariés ou plus)
631b1f31dfd0c88a076c0525f234989d5ccca1cbf8b86e3d1a1bb4142d54ce8b,Directeur d'aéroport,Directeur d'aéroport
c5d50b764ebe004c3e5e2f81911bf3da5e0e82cbf89981af8441a5d7eb271045,Médecin hospitalier (praticienne hospitalière),Médecin hospitalier (praticienne hospitalière)
d2393601db5514f60a32cd4a8cdfb63b2a21d0a3dba8e2ef9500ed68bdb75562,Professeur musiques actuelles,Professeur d'école de musique
dc08b567f412d1db73a45302e6a98621b25bcd4291a7b8d7a09680dc7225f029,Préparatrice de commandes,Préparatrice de commandes
0e37960625fb6d067957c8fab01afab0a166415868c769afd5702036d0208766,Cadre commercial du BTP,Cadre commercial du BTP
a77ddc0766c217c0622cfa9141e103143aae5328b95bf1de13cde08b9f349cc7,Gérant de commerce inter-entreprise,Gérant de commerce inter-entreprise
09df24b736c043476837e2cd96f1320d22373df0dc9fbc77621ecb3dbfc6b767,Ingénieur,Ingénieur des mines
804dd2f23e2c11acbcfb995c9b4d48be4296ebde733f02286e07715419802c98,Data analyst,Data analyst
fa722d8f44d2168555e9bec2a5c9645db18f3fdc5f62b89ae6cc8c2700660738,ingenieur informatique,Ingénieur d'application informatique
87ff74b0d38b60ad2df83ff3a357f927903d0d20fcbce60df5d56fa190d19595,Chef d'entreprise du BTP,Chef d'entreprise du BTP
2761ed026770009c555aa23e2aa82fdba66288d35b5e0b2105343099eec709a3,Directrice adjointe d'établissement médico-social,Directrice adjointe d'établissement médico-social
d30d76415dac7fa0d276b78dc856f84fa5422dbc26eb6dd46d91165aa623fc58,Cadre dirigeant (50 salariés ou plus),Cadre dirigeant (50 salariés ou plus)
b694fa3d78cb271833da1cbeedc7fa8535f7028409ae259a9a2c0aa3bfcd5ca0,Collaboratrice comptable,Aide comptable
ba94d615f5f3dc6d0bfdbd91bfed3eba056ca370f18e33844e09c8b2df6b5aaf,Chief information security officer,Chief information security officer
f6a8f6c7e900ccb3046899cd738736ca1333bd0737339836b7ab2ec1df286f71,ouvrier professionnel qualifier,Ouvrier d'imprimerie
40bbe86e4e7013a24f6e4ca7a2b8c5c05b8486855ba4782a166ab6315d855a4a,Chef de projet événementiel,Chef de projet événementiel
98afef7012ba2721c9c4122db51189d432a00f643f66d0202c845525e72c6727,Artiste musicien,Artiste musicien
f2b3e891c7a6cc2c2e870b30c060491bfa51e6338fbc42143c57600233fd8adf,Ingénieur en informatique,Ingénieur d'études en informatique
e0b4bb9a74ad18c8447bac5f80e39862e091b4f0ca8faddd6dc25af998bbf0f9,Espace vert ouvrier,Ouvrier des espaces verts
439632f2fe3fca56eb1e78e9f7586a62f54e10f99d2b342cbda3f9e9bc9ff1bb,policier,Agent de police judiciaire (police nationale)
a80fb2eda29e04bb83af5653f31c928ecf835332005bc5ba8a0f11c211bbbe0b,Automaticien de maintenance,Automaticien de maintenance
2d9ed85f788df6d5c92140cc83847e97b187795c1b9363d486322bf36133e603,Expert d'assurances,Expert d'assurances
5ad7ecd3e15a8117fbab0790f7bd035a4a190f49f6a2de5b8d36f9f78ee640c5,Chauffeur livreur,Chauffeur-livreur (voiture)
21758089c1d135d985bd7a2a05638fe232023066ca13f73ffd2d91a2f817397e,Chargé de consolidation,NA
60a2254fbe72c9d37f10a6979a6a0f9c943beed27ee5fc2210f7983c059340ac,Agent comptable des hôpitaux publics,Agent comptable des hôpitaux publics
25e40b6a2dd3dc70b9f79af67bcf4fca9663662342c32d5eee580281b22d9359,Marketing data analyst,Data analyst
b3d8093dd8ab0049772d31bb20bdc0428534a75686c5dfccde2de9ddb621bf48,Technicien d'assistance en informatique,Technicien d'assistance en informatique
07a94b59239394e2eac0d0e56f8201e751e0d30fa1b7318d9a3fa095b0dfb93a,Policier scientifique,Policier scientifique
2aeee7691cd518e91c2735d4783daa01e12689da3f42eb42100f5c00be3c2dfd,Cadre,NA
e6389c0789476da9e0fecd8c3408b2f3a5714f7d4c6ab4f1d204ad8caf237afd,Technicien de laboratoire,Technicien de laboratoire
a8ff2d868665c9efb258af74e27c16b82b723c79aab8bafe2a2bbdca6e8be8a1,Conseillère clientèle bancaire,Conseillère clientèle bancaire
32da0409aee56fafb7e13cf332734739cd3e677fcf021efb09d1375f83984b48,Cadre dirigeant d'entreprise de l'immobilier,Cadre dirigeant d'entreprise de l'immobilier
00896a3d87dbd79b3eab06a85e0e43b266723b9eda68f9354df8b2f24ac5130f,Cadre commercial,Cadre commercial
db6c06e2a6ab3318a9ace4e5268b35e8e0e86090fc3f0997cc2eff7e206911e5,Agent de voyages,Agent de voyages
2b9f22732c79cca3b2df6f5aad17b7e9fb818130d46c4c7d3365a163a3f391f8,contrôleur de gestion,Contrôleur de gestion
b7f777b94a34d09103b82041617f6dcf0ace4158b60f5706f5b9fc5a14f2c47f,Administrateur de la fonction publique d'État,Administrateur de la fonction publique d'État
4549ccb41a3d3387a630ecb70f3ec64dd81f1353214480b7cff72d1949332c5c,Encadrant lieux de vie,Auxiliaire de vie sociale
8c44d93d7c66691dd30107ce80b3b9a0c4ac6742f0a7e151b8d16162c32856f8,Transporteur routier,Transporteur routier
d7fcaf76751c7a9e74e140fa4691a5622519ac7236ce58f5a124f647ae8f2754,Vendeuse de biens culturels,Vendeuse de biens culturels
6262c32a76e0393915454741cef74a918dca4f89851949dccd8335d90be54ff4,Aide soignant,Aide-soignant
d19a5479c73ef14f3fd834bb399b5de720ced6f4ac23d98ff537b49a72f7872d,Agent immobilier (négociateur),Agent immobilier (négociateur)
8035d7f9420a6941cfd35878229f03b44fc127b4d6b05a8c608f56a7f13d8e73,Infirmier en santé au travail,Infirmier d'entreprise
1846c7eb3a0eb3b6644500bb233f1eb5d9d4a2e8827145c37bba1896bf976229,secrétaire,Secrétaire
9e7c173545dbad7b5c16b29919ff69a37698640e8f40b5472389459163e24624,Apprenti ingenieur,NA
454d9a93c89b2603728b328d6cc445a1ab7a16858f66ed004c05d50aa00aedea,Agent de comptabilité de la fonction publique,Agent de comptabilité de la fonction publique
cca296bd8765d52d536d61a05f26ef8b714b8ec8abc277428f9e2c1250eec35d,Assistante sociale,Assistante sociale
b73498b8457b06c9f01f2c00b8967a806ee8180869f5e9095168df67921d62c7,cadre,NA
cd9300758263e650026f727aa79642f66b14f21dc1cf314753df0f72efc4316f,Chef de projet maîtrise d'ouvrage des systèmes d'informations (MOA),Chef de projet maîtrise d'ouvrage des systèmes d'informations (MOA)
e240f1727b88895c6a84fa17f19167b87c55f55866e2df9b94b7b8dfb89bfea5,Enseignant (professeur des écoles),Enseignant (professeur des écoles)
04823e7951c6244e9c7b386213a0a7643e7fecf288cd30e294d0c96f181b2732,Employé administratif (secrétariat),Employé administratif (secrétariat)
18def352853ec576dcbf75fbc92a213642a296255a8cacdbd61509cc97680a06,Cadre technique de fabrication industrielle,Cadre technique de fabrication industrielle
6fce92bfc065fe9ae530318a166d2ec66e25d62c9f30214b21662accc8e2137e,Professeur des écoles,Professeur des écoles (PE)
533530429f15a2456b560f10f29d1712f36fe9103ea0c185f1a1b6b4ca1344c6,Architecte de systèmes d'information,Architecte de systèmes d'information
76a99b5fceaf48e505ca3e71605b789fc95d4e6e553432eeb32c1df87a9a2b55,Responsable adjointe,NA
b0ad679423100ed99e7835dd15b2cdacd00daf5e72a8ae403c01e4e9db7333b0,Responsable consolidation,NA
347be1972e9db53a98ffc6db503eab43ff0b85e067b36402fe1e51ff5c80d532,Commerciale en produits électriques,Commerciale en produits électriques
1affd98b82c30074c244e590e9729088ea0cb794ed3731b6b1c812eb65c4b970,CPE,Conseillère principale d'éducation (CPE)
c6ec967a6edc036c429ccf6f821c06bc36e0e27c4674b23116e0a4497334d3aa,Professeur des écoles,Professeur des écoles (PE)
9a5eefef47d966b41408b2b581ac0c2a12df97ecd39c45e8ec655d3c78a47004,Actuaire en assurances,Actuaire en assurances
009a3223db89651a4590057a77904b2f233ae7d78c7335cf90a27123cf8a87c0,Technico commerciale,Technico-commerciale en produits informatiques
a24ade61db70c9915a95ba61f084f6275dac31808847842594391dc614442d72,Développeur d'applications,Informaticien d'application
02185817aa24066a4db9d43c6d2d9e4ddc0615896a73e2e455b9d71fa9351db1,Technicien laboratoire R&D,Technicien de laboratoire
dc9255acd8211b0d113354b3cbee5890d7b867779521a39d5b0ca1a41c117bfe,Gérant livraison,Gérant d'une société de services à domicile
61d39585e3436603f7f1cd8f47a8cb2c97ea9064c94fec1b6cb325f5f3ad1f97,Manager,Business manager
1ecd6d3e1d704b0523ff3a920d6448d634d1d75c43f1509d585c4166a724f043,Cheffe de service,Cheffe de service médico-social
718964cd65a04cf3253cb5e030dd801ae81eba4d89faab2b6f6388312c4205f1,Buraliste,Buraliste
38b5c2f964556b5374405ecc0acc422dc333c721c984eb49f9db59ccecfa2b7e,Enseignante (professeure des écoles),Enseignante (professeure des écoles)
61ae89792e3750d9338353d49d68a3e2eb383b9669000741e9a07fc3694a10cc,Data analyst,Data analyst
159c9637d670d54529d6f335251dd28e59d7c64af1c1b07720484032221d54a6,Assistante commerciale export,Assistante commerciale export
eb304c76ffadb5cb80230f6e26044e5d3459768abcd7d2d9e5b32279c2ff9db1,Consultante conseil aux entreprises,Consultante conseil aux entreprises
6780ba45b60825f38e8d4f443476ca3491ab330aaf48d24e670aa40ccc1c341f,Responsable des opérations,NA
273aa0e767597d3d2b5a480c625048c6994e5247e2a8097fbe73da469f19b651,Assistante de service sociale,Assistante de service social
00469b3c73ceac5d19478b93bd714313b026425907c6d18ac2c53a39649896fb,Attaché de clientèle en immobilier,Attaché de clientèle en immobilier
5ff2e32837eb76dcfa2ad9e38c5bb4c28c6d5930a8331d4a690e026100a5f99d,Directrice adjointe centre de loisirs,Directrice adjointe centre de loisirs
50975f5f638f57e486a32be5cf30929ee283f93a269bbe51e77bc7d3803b1680,Cadre de service administratif d'entreprise,Cadre de service administratif d'entreprise
8c727ede09ab82ff5ac6de148ccb5d20013336901ae63437bda242ab95f8c876,Monteur assembleur,Assembleur monteur
3921c0d4d26b6bd8781182d009a61b77471309ff6d60bb8cb25e162d391ae2f8,Agent administratif de l'État,Agent administratif de l'État
04bb9cc29ce2493bc6eb053c12d2ce0a62477a848aa1cc8d4843253ec2068482,Vendeuse en prêt à porter,Vendeuse en prêt-à-porter
960bb821e50edf48400c9a9c98392c9370c12078f63433ade71e0029a7984bd1,cadre affaires réglementaires,Pharmacienne affaires réglementaires
a6fab82d86735df52a0415dccaaff9f275b80b2ccd6cd3487534cc0b3b0559f9,Assistante recherche et enseignement,Assistante d'enseignement dans le supérieur
f59afc4c3fde744846095b09a88ed76f9082caf5d989ab8e45ba6c847bc5a227,Architecte maître d'oeuvre,Architecte maître d'œuvre
9533ee3fb8684bcb680d6c068fed53154df11e158359d61907ac4002d7d07b63,Chargé d'affaires de l'industrie,Chargé d'affaires de l'industrie
550f3ebc24da2318fc772449325e88bc1e059d46be14c84fc85d78eb4d833e77,Doctorante contractuelle,Doctorante contractuelle
be68a40ee88b1effc0452be477631548f27f2f9e22ec5f534bd6f5ec37707968,Enseignant (professeur des écoles),Enseignant (professeur des écoles)
46830efee0630d259757eb70859b2ed86410e109e4873c346e05dc4a984f044c,Responsable technico commercial,Directrice technico-commerciale
029114f9c501d87c28409a3ee6d3d0e282d8f90b5608f261ec49f13d5bcc1643,Responsable d'équipe,Chef d'équipe BTP
8b22f4fbb6d794ee52c62df4cb59102a12684ac945be23a349a5f78223fecdd1,Thecnicien,Technicien électricien
6435e5cea0c593c6742b86556fcc55f6755719a0ace48fbecdee7df30100e42e,Vendeuse de produits de vapotage,Vendeuse de produits de vapotage
13dc04d8b1dffa1e41e1bca5429b82d11273946d9e84968d9c289d79d22ae773,Assistante maternelle agréée,Assistante maternelle agréée
6c2796df8dbf00dfff6f192c2e89974ed5d93505d6fd4b1cea0ba5cb0c8ddb4b,Directeur commercial,Directeur commercial
a42ea1ad64fc8142ad3ba66c3910a9a498228f203a90088e4632920b36b0a134,Hôtelière restauratrice,Hôtelière restauratrice
22b0ef0c54d472e4c41fbf3a14416f5aab76715bb9c963182f632c99b77ea89e,Dessinateur projeteur industriel,Dessinateur projeteur industriel
827847cd8d15d5747958a4745913465fce7cd80326b99216e2ab8f1f38f49dde,Directeur des soins des hôpitaux publics,Directeur des soins des hôpitaux publics
594574651029d48e4c0ca26cc61f90f4804efa5e54c5c3183372c0f17473fb0e,Animateur club de vacances / loisirs,Animateur club de vacances / loisirs
c70431ded9c12cc1087c8ee0a81a3d99f85c18469e55b2735f667a20cd8e3bbe,Auto entrepreneur,NA
4580f7175422a7822aa1f9e1f978244bd8fb6c7214eff77a0705b7cf1ccfd173,Secrétaire administrative de l'État,Secrétaire administrative de l'État
77cfce7042beec8edfe449b942f91ed3e88dffe838a9099729c28dbc1b4df417,Conducteur routier,Conducteur routier
af78962542ca822c1ec7428175cc25888e043cb69cafb3888cab51174992d777,Développeuse back-end,Développeuse back-end
f19750a2073d79522709a8bf2884e0e9c96dc41d8b82bffcbdd1ddd3faa17c59,developpeur informatique,Développeur en informatique
ee343740dd4258ce6a38e63f4301299ef7a6ecc336b584a0aacb4c6c79d979cb,Assistant d'ordonnancement,Assistant d'ordonnancement
44f7ca7b52234615535ae8e6d4b8e0a0339fc07bd2af36b5cdcc3347a1aa54ad,Première vendeuse,Première vendeuse
bc13e3719ab51d355dfaa43b5a08c2c75c7cd2b046303cae28a538964c26a5c6,Cadre supply chain,Cadre supply chain
12ea46e328a4e4c5d19b85b5c0e494cb7a9678d41c87e77ef0e00eabeb32fab0,Secrétaire technique,Secrétaire technique
ba326d23fdfbbf298deae6282c7a796a588c59727807e9c9e7dd39f3c9b98522,Lieutenant des sapeurs-pompiers,Lieutenant des sapeurs-pompiers
82fb97196ab95b8495200a3d0d9f7c59a046972f893232256f4d186f020dac08,Cariste docker,Cariste docker
