radio,sng_id,ts,title,played_duration,artist_id,main_genre,year,dz_name,mbz_artist_id,sc_artist_id
Ouï FM,2168186327,2023-01-05T21:56:27Z,Unstoppable,177,542,electronic,2019,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926,60087
Champagne FM,1498546032,2018-11-12T11:03:54Z,L’enfer,18,259467,pop,2018,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Rire & Chansons,435031622,2022-06-03T13:57:59Z,,177,416239,electronic,2019,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Swigg,1572268732,2019-01-12T10:11:24Z,L’enfer,154,4889156,pop,2022,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234,555560
Virgin Radio,1927912687,2022-03-29T22:33:05Z,TOUT VA BIEN (feat. Ninho & Naps),NA,8706544,pop,2022,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
RTL2,1738831217,2022-06-30T12:16:30Z,,168,416239,hip_hop,2023,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,522177
RTL2,1498546032,2019-08-18T06:32:20Z,,NA,4889156,pop,2023,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Virgin Radio,615570352,2023-03-02T14:54:03Z,,160,416239,hip_hop,2023,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Skyrock,1670657582,2022-01-20T16:43:32Z,L’enfer,185,604107,pop,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Hotmixradio Hits,142986210,2019-07-23T05:21:44Z,,261,4050205,pop,2019,Alonzo,9ff87295-bdfc-46fc-b605-456cc39d84ca,627192
Swigg,1562578072,2022-07-07T23:18:16Z,,5,310260,rock,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
kiss fm,1738831217,2022-08-05T14:37:18Z,Suavemente,NA,384236,hip_hop,2022,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
RTL2,1969452677,2022-09-26T20:28:00Z,No No No,147,171998,pop,2019,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Générations,1801822317,2020-01-18T03:53:28Z,,14,384236,french_music,2023,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,4884911
RFM,142986206,2020-01-16T18:03:13Z,L’enfer,NA,13918545,pop,2019,Stromae,ab2528d9-719f-4261-8098-21849222a0f2,828329
Swigg,925108,2022-10-18T15:43:50Z,,177,4803754,hip_hop,2022,Hamza,6a2244c9-3122-454e-b83d-b23e2968884e,841407
Contact FM,600107852,2020-02-03T05:14:16Z,Cœur,NA,8706544,pop,2022,Yanns,f4703541-0e73-411f-a5ff-dc8a0cb972ac,5795763
Vibration,475164342,2022-01-17T09:59:55Z,,NA,4889156,pop,2020,Aya Nakamura,cf580d82-3f3e-4b86-8874-7e0fbe794f01,4843823
Voltage FM,2134515437,2022-02-08T08:40:56Z,Just a Little More Love (Wally Lopez Remix),198,542,hip_hop,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Swigg,2150767297,2018-08-13T13:19:56Z,tous les mêmes,221,564,pop,2022,Djadja & Dinaz,a4ab6bb1-2b7e-4d5f-bad6-dcd6b6daa5d6,3864820
Wit FM,1572268732,2022-08-13T06:00:09Z,,153,604107,pop,2019,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Virgin Radio,546875592,2023-05-01T02:28:20Z,Celestial,211,4803754,hip_hop,2023,Niska,e369e789-6f07-4ce8-a70f-e136bc57bf3b,4873189
Champagne FM,414838222,2018-05-29T12:39:03Z,Est-ce que tu m'aimes ? - Pilule Bleue,NA,564,hip_hop,2023,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Skyrock,459955592,2022-12-18T16:15:58Z,Bones,180,1042268,french_music,2022,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011,5263805
Virgin Radio,1614510332,2018-09-24T12:42:55Z,Libre,NA,4889156,edm,2023,Aya Nakamura,cf580d82-3f3e-4b86-8874-7e0fbe794f01,4843823
Alouette,1752612057,2023-04-06T20:41:24Z,Something Just Like This,NA,604107,hip_hop,2022,Sia,2f548675-008d-4332-876c-108b0c7ab9c5,567274
Skyrock,782371642,2019-12-16T14:15:19Z,1+1 (Banx & Ranx Remix),5,4803754,hip_hop,2023,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Virgin Radio,1614510332,2022-10-19T00:27:56Z,Fever,18,384236,alternative,2022,Koba LaD,52315221-8b06-4fb1-bfd3-16057aa4f9e1,4814922
Wit FM,134533222,2019-06-12T20:21:16Z,Shivers,NA,4429712,pop,2023,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Skyrock,114438276,2019-10-15T12:03:41Z,,183,8873540,hip_hop,2022,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234,555560
Mouv',1484264492,2019-02-11T07:27:16Z,,233,384236,pop,2018,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Mouv',1428855422,2022-11-06T09:46:47Z,,NA,4889156,pop,2019,Laylow,b04c952c-16c4-41ad-bd62-ace5047cdf6e,4289648
Virgin Radio,576822222,2022-02-25T16:23:46Z,Validée,133,259729,pop,2019,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Fun Radio,1572268732,2019-08-15T11:25:49Z,,185,416239,hip_hop,2022,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Contact FM,770294422,2022-08-26T18:32:14Z,,226,13011,french_music,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Champagne FM,1636501282,2022-05-12T06:05:57Z,Bad Habits,164,4889156,pop,2020,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
kiss fm,1493744432,2022-09-28T12:44:33Z,,183,259467,alternative,2022,Tiakola,2bd0c272-dd22-4395-8381-18fa2fa59f1e,5061175
RTL2,1573406512,2022-06-26T17:16:45Z,Jefe,149,892,hip_hop,2023,Aya Nakamura,cf580d82-3f3e-4b86-8874-7e0fbe794f01,4843823
Swigg,562148732,2019-10-24T04:58:39Z,,218,13011,pop,2019,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,4884911
Contact FM,581222402,2018-10-23T22:31:02Z,My Universe,169,310260,pop,2018,Niska,e369e789-6f07-4ce8-a70f-e136bc57bf3b,4873189
Chérie FM,1614510332,2019-11-17T12:09:15Z,,210,892,hip_hop,2022,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Hotmixradio Hits,1110062732,2018-08-20T07:00:53Z,,NA,12526056,hip_hop,2022,Nekfeu,d721866d-5640-44ee-87f7-23dd062abd8a,900257
Contact FM,1390738122,2019-01-27T02:40:38Z,Suavemente,NA,1042268,pop,2018,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,522177
Voltage FM,700948842,2018-09-04T00:24:16Z,Room 69,153,4889156,hip_hop,2019,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,5250517
Champagne FM,1738831217,2023-03-20T12:59:00Z,,NA,542,pop,2019,Maes,74def643-c770-470d-a0b5-21c0fa60069e,5278902
Swigg,34563971,2022-07-31T07:23:56Z,I Feel It Coming,NA,892,hip_hop,2022,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Voltage FM,562148732,2019-02-05T09:11:00Z,LIF,164,5542343,pop,2018,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Voltage FM,546875592,2022-04-06T16:08:18Z,Best life,3,310260,pop,2019,Alonzo,9ff87295-bdfc-46fc-b605-456cc39d84ca,627192
NRJ,639735672,2022-05-18T06:48:30Z,Sacrifice,195,4429712,pop,2022,Naps,ce155ad5-afc8-4398-bf38-c99f02cd0814,3690398
Chérie FM,126024505,2022-07-28T07:46:29Z,Libre,NA,4050205,hip_hop,2022,Tayc,0c980a2b-ca09-4d04-ad80-e7c2ce9621fb,5125715
Skyrock,919441272,2019-10-24T11:10:25Z,"Amour, Haine et Danger",NA,390,french_music,2018,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Wit FM,75947120,2022-07-20T15:48:26Z,Speed of Sound,NA,259467,hip_hop,2019,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Voltage FM,576857922,2022-12-11T03:01:26Z,Love Again,117,4429712,hip_hop,2018,Sia,2f548675-008d-4332-876c-108b0c7ab9c5,567274
Voltage FM,1567617182,2022-03-24T08:55:56Z,,150,75491,hip_hop,2022,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,5250517
Voltage FM,1656191822,2022-01-07T09:29:28Z,,2,14621667,french_music,2022,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Fun Radio,1428855422,2019-10-22T05:53:48Z,,199,3469,hip_hop,2022,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Virgin Radio,2492094,2022-11-11T14:16:14Z,Enemy (with JID) - from the series Arcane League of Legends,160,892,hip_hop,2022,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Hotmixradio Hits,1738308487,2022-08-07T07:32:37Z,Le temps,NA,5542343,pop,2022,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,5250517
NRJ,1536650952,2022-05-03T01:20:14Z,Fever,NA,259467,pop,2023,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Contact FM,414838212,2022-06-09T01:56:51Z,,169,4889156,latin_american_music,2022,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,520084
Swigg,576851242,2018-09-07T02:23:53Z,,233,384236,r&b,2022,Tiakola,2bd0c272-dd22-4395-8381-18fa2fa59f1e,5061175
Générations,615570352,2022-11-22T15:12:27Z,,NA,162665,hip_hop,2019,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Chérie FM,783257092,2022-02-17T05:00:03Z,,172,3469,r&b,2018,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,4884911
Swigg,434591562,2022-01-14T00:13:42Z,VVS,156,564,pop,2022,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,57633
Skyrock,833604202,2019-10-19T09:50:04Z,Take My Breath,217,310260,hip_hop,2020,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
RFM,114811546,2018-09-23T04:12:11Z,,169,3469,r&b,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Voltage FM,79587580,2019-12-27T03:34:05Z,,6,416239,pop,2019,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Hotmixradio Hits,429975012,2022-10-09T14:46:24Z,,218,1042268,pop,2022,Niska,e369e789-6f07-4ce8-a70f-e136bc57bf3b,4873189
Voltage FM,1718052197,2018-04-14T12:47:09Z,Reste,164,892,edm,2020,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
kiss fm,1614228192,2019-03-27T21:07:35Z,Sacrifice,NA,4986771,hip_hop,2023,Aya Nakamura,cf580d82-3f3e-4b86-8874-7e0fbe794f01,4843823
Vibration,393832732,2022-01-08T21:08:20Z,Let Somebody Go,199,12526056,pop,2022,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Hotmixradio Hits,553056592,2022-09-24T03:57:57Z,,NA,75491,pop,2018,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Virgin Radio,1457107762,2022-02-04T22:36:32Z,,191,1042268,hip_hop,2023,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
NRJ,1771040717,2022-11-05T01:21:30Z,Bones,157,13011,hip_hop,2022,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Chérie FM,2027410527,2022-05-03T13:15:01Z,,160,384236,hip_hop,2022,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,520084
Voltage FM,79875064,2020-02-01T12:57:04Z,,170,4889156,pop,2022,Timal,b0dfa8b9-cd40-43eb-9472-c02cb1db3297,3964938
Mouv',1498546032,2018-11-06T07:46:33Z,,186,4803754,pop,2022,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Swigg,1682954137,2019-10-23T08:05:33Z,6.3 (feat. Ninho),129,892,rock,2019,Stromae,ab2528d9-719f-4261-8098-21849222a0f2,828329
Skyrock,771486492,2022-02-25T03:15:40Z,Hold My Hand,162,4889156,hip_hop,2020,Gazo,dae7d996-38fe-4578-bf75-1e2510f522bb,5496198
Virgin Radio,1366461832,2023-03-19T16:28:52Z,Balader,NA,5542343,rock,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Virgin Radio,78129603,2022-11-24T09:53:21Z,,NA,4803754,hip_hop,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Générations,581222452,2018-09-19T15:50:11Z,Santé,10,75491,electronic,2019,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Champagne FM,475164342,2019-07-26T11:21:51Z,J'oublie tout,NA,8706544,hip_hop,2022,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Skyrock,60978718,2022-12-18T04:56:42Z,Titanium,229,4889156,pop,2020,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Swigg,69879253,2022-04-25T21:09:26Z,,NA,13011,pop,2018,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Générations,1614228192,2023-02-18T18:34:33Z,Bones,210,5175734,hip_hop,2019,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Mouv',700948842,2022-01-11T16:40:58Z,,NA,14621667,hip_hop,2019,Sia,2f548675-008d-4332-876c-108b0c7ab9c5,567274
Skyrock,581222452,2020-04-02T14:53:33Z,,124,4803754,french_music,2019,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Skyrock,1771040717,2022-12-17T04:36:12Z,Symphony,170,4429712,pop,2022,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Hitwest,700948842,2022-05-17T14:10:18Z,,178,13011,pop,2022,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
RTL,653159322,2023-01-23T20:30:11Z,Follow You,217,198,pop,2023,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Voltage FM,1480707722,2023-05-26T20:15:44Z,,152,3469,alternative,2023,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,522177
Vibration,2168186327,2019-11-21T13:07:14Z,I'm Good (Blue),186,892,edm,2018,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Vibration,652380172,2023-02-03T13:25:12Z,,193,4803754,french_music,2022,Hamza,6a2244c9-3122-454e-b83d-b23e2968884e,841407
Contact FM,516060182,2022-08-05T18:52:22Z,Demain,181,5542343,alternative,2022,Aya Nakamura,cf580d82-3f3e-4b86-8874-7e0fbe794f01,4843823
Chante France,847953142,2019-10-17T13:41:49Z,,191,390,pop,2018,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
RTL2,1801822317,2023-05-23T06:41:33Z,Libre,5,8706544,french_music,2022,Tayc,0c980a2b-ca09-4d04-ad80-e7c2ce9621fb,5125715
Skyrock,434591632,2018-12-06T00:39:59Z,Jefe,5,416239,hip_hop,2022,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,4884911
Contact FM,3106508,2023-02-27T05:33:26Z,Libre,213,8706544,pop,2022,Leto,635e50a0-3c8f-4675-a0e6-9e3555cc4e0a,5468234
Skyrock,1759559587,2022-09-13T23:54:46Z,,240,3469,french_music,2022,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Contact FM,142986208,2019-12-19T03:36:18Z,Démons,NA,4803754,hip_hop,2022,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Skyrock,1529509522,2022-05-20T18:16:37Z,Sans effet,NA,416239,hip_hop,2022,SCH,070a4a70-705b-41ba-a30a-cac559c781f8,5263675
Contact FM,1801822317,2019-12-30T19:30:42Z,,187,1042268,hip_hop,2019,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Contact FM,1597741222,2023-04-01T08:46:53Z,Attentat,NA,384236,alternative,2023,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Alouette,126024505,2023-05-02T22:00:25Z,S&M,NA,1042268,hip_hop,2022,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Voltage FM,1738308487,2022-12-21T18:15:10Z,,155,9197980,pop,2019,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
NRJ,783257092,2019-04-02T05:09:45Z,Coeur De Pirate,167,75491,alternative,2023,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
kiss fm,1535046792,2019-04-27T09:25:42Z,Encore un soir - Radio Edit,171,8706544,pop,2018,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Contact FM,3087828,2022-02-24T20:53:11Z,D O D O,200,384236,hip_hop,2022,Niska,e369e789-6f07-4ce8-a70f-e136bc57bf3b,4873189
Wit FM,1498546032,2018-11-18T07:00:02Z,,175,1042268,pop,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Wit FM,2169993157,2022-11-23T00:02:33Z,Démons,8,564,rock,2022,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,4884911
RFM,3445820,2022-01-06T11:23:18Z,Enemy (with JID) - from the series Arcane League of Legends,NA,384236,hip_hop,2018,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Skyrock,546875572,2023-03-25T08:06:06Z,Not Afraid,NA,542,french_music,2020,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926,60087
Voltage FM,1759430977,2022-01-18T18:04:00Z,,193,416239,electronic,2022,Aya Nakamura,cf580d82-3f3e-4b86-8874-7e0fbe794f01,4843823
kiss fm,2169993157,2020-01-09T08:55:23Z,Thinking Out Loud,220,4050205,pop,2019,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,4884911
Vibration,141160823,2022-02-25T08:06:40Z,,194,14621667,pop,2022,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Mouv',1881236417,2022-01-09T17:49:46Z,Doudou,178,10189104,r&b,2019,Damso,71ff695e-896a-4043-aea4-93eadde08d09,4289606
Mouv',1409072752,2022-07-08T09:33:29Z,Fetty Wap,NA,416239,alternative,2018,Tayc,0c980a2b-ca09-4d04-ad80-e7c2ce9621fb,5125715
Contact FM,579892872,2022-12-30T07:47:43Z,,164,542,hip_hop,2023,Stromae,ab2528d9-719f-4261-8098-21849222a0f2,828329
Hotmixradio Hits,1614228192,2022-04-17T20:58:10Z,Toko Toko,5,542,hip_hop,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Vibration,913873,2018-03-21T10:44:39Z,Amour toujours,NA,310260,pop,2019,Sia,2f548675-008d-4332-876c-108b0c7ab9c5,567274
Générations,1573406512,2022-03-23T03:15:54Z,Le reste,218,4050205,alternative,2019,Zola,3134d99c-a372-424a-9f65-d2dacfdccaba,1345896
RTL2,1759559587,2022-05-10T16:44:23Z,COEUR DE ICE (feat. Damso),NA,892,r&b,2019,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
NRJ,106095102,2019-09-04T01:07:54Z,Dangerous (feat. Sam Martin),NA,3469,edm,2022,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Skyrock,3729751,2022-08-19T06:26:09Z,N.I,NA,1042268,alternative,2022,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a,6403312
Vibration,701987322,2022-01-10T21:04:40Z,,176,10189104,r&b,2022,Stromae,ab2528d9-719f-4261-8098-21849222a0f2,828329
Vibration,1015656,2022-10-31T21:49:02Z,Physical,NA,5542343,edm,2022,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Vibration,615570462,2019-08-12T13:51:08Z,,172,12526056,electronic,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Voltage FM,1366461832,2022-04-04T05:57:02Z,La terre est ronde,NA,384236,r&b,2022,Sia,2f548675-008d-4332-876c-108b0c7ab9c5,567274
Virgin Radio,1614228192,2022-03-18T16:47:44Z,À cœur ouvert,206,4050205,hip_hop,2022,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Swigg,1685068157,2022-07-08T10:59:23Z,Si on disait,194,310260,alternative,2020,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Mouv',546875592,2022-05-30T09:37:22Z,1+1 (feat. Yandel & Sofía Reyes) [Banx & Ranx Remix],NA,542,pop,2022,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a,6403312
Hotmixradio Hits,717675072,2018-12-25T03:12:20Z,,NA,1042268,rock,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
NRJ,585387212,2022-04-22T00:15:00Z,Radioactive,NA,4429712,pop,2018,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Hitwest,562148732,2022-09-06T14:55:48Z,Suavemente,164,8706544,french_music,2019,Gazo,dae7d996-38fe-4578-bf75-1e2510f522bb,5496198
Skyrock,531907551,2022-04-01T18:46:05Z,TOUT VA BIEN (feat. Ninho & Naps),3,14621667,french_music,2019,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,520084
NRJ,659688492,2022-07-06T15:51:49Z,Enemy (with JID) - from the series Arcane League of Legends,129,384236,hip_hop,2022,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,4884911
Alouette,13486239,2019-12-18T09:25:07Z,,NA,384236,hip_hop,2022,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011,5263805
RTL2,471973842,2018-11-10T06:22:13Z,Le reste,188,310260,r&b,2023,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Mouv',576822222,2022-01-24T04:34:43Z,TOUT VA BIEN (feat. Ninho & Naps),11,564,pop,2018,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,4884911
Swigg,429975052,2023-04-17T11:00:41Z,Celestial,NA,4429712,pop,2023,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011,5263805
Swigg,1801216177,2023-01-17T14:09:46Z,,168,4050205,pop,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Swigg,1372185412,2020-01-22T21:34:04Z,Dégaine (feat. Damso),4,1042268,electronic,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
NRJ,1110062692,2018-09-21T22:29:42Z,Crazy What Love Can Do,NA,13011,alternative,2018,Sia,2f548675-008d-4332-876c-108b0c7ab9c5,567274
Générations,1738308487,2022-05-31T00:18:31Z,,9,13011,pop,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Skyrock,1535046792,2022-06-22T03:33:15Z,,NA,416239,r&b,2018,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Voltage FM,652380182,2022-05-16T17:37:26Z,,NA,3469,pop,2022,Vald,062ab94e-b7a5-47a9-b3f4-cc1750c3f859,950572
Contact FM,1614228192,2022-10-02T14:30:29Z,Démons,186,4889156,french_music,2019,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011,5263805
Wit FM,546875592,2018-12-21T21:03:31Z,,185,74463,alternative,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Skyrock,60978718,2022-02-21T01:44:15Z,,163,5288900,r&b,2019,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Swigg,709341732,2019-09-10T18:26:30Z,Room 69,184,384236,pop,2022,Niska,e369e789-6f07-4ce8-a70f-e136bc57bf3b,4873189
Fun Radio,13529563,2022-08-27T06:00:29Z,Santé,215,4050205,electronic,2019,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,520084
Swigg,1484264492,2022-03-08T01:30:27Z,LIF,NA,12526056,pop,2022,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Beur FM,429975082,2023-05-22T12:56:38Z,Physical,NA,416239,hip_hop,2022,Yanns,f4703541-0e73-411f-a5ff-dc8a0cb972ac,5795763
Contact FM,576822222,2023-03-25T20:23:06Z,Toko Toko,NA,8909272,pop,2019,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Wit FM,1544258312,2018-10-19T03:24:03Z,,150,75491,french_music,2022,Tiakola,2bd0c272-dd22-4395-8381-18fa2fa59f1e,5061175
Skyrock,88252829,2022-10-21T05:23:04Z,À la vie à l'amour,5,542,hip_hop,2019,Orelsan,6cad3ce5-6380-4594-a8da-ae7d273b683d,789245
Générations,546875592,2022-03-29T02:40:58Z,,174,259467,pop,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Swigg,1684004347,2022-04-16T21:02:11Z,Bones,172,13011,electronic,2022,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Contact FM,1535046792,2022-06-04T03:09:50Z,Fetty Wap,NA,416239,pop,2022,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,522177
Vibration,782371642,2022-04-29T10:56:19Z,La Quête,NA,384236,pop,2022,Maes,74def643-c770-470d-a0b5-21c0fa60069e,5278902
Skyrock,871719912,2019-08-02T01:24:07Z,TOUTE LA JOURNÉE (feat. Tiakola),NA,310260,electronic,2022,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9,1180989
Rire & Chansons,1366461792,2019-02-02T03:35:56Z,M3lo,171,564,edm,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
RFM,1789701817,2023-04-01T03:51:04Z,,258,384236,electronic,2023,Yanns,f4703541-0e73-411f-a5ff-dc8a0cb972ac,5795763
kiss fm,703496412,2019-03-07T13:58:42Z,No No No,179,13918545,pop,2019,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Voltage FM,842226322,2022-07-01T09:44:58Z,Démons,200,310260,alternative,2022,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62,522394
RFM,1636501282,2022-05-11T13:43:15Z,,180,542,pop,2022,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Générations,1428855422,2022-09-21T09:08:38Z,,158,4448630,pop,2019,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Générations,1253711502,2022-11-04T15:31:14Z,Goutte d’eau,NA,10725097,pop,2022,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
NRJ,128100099,2022-06-08T16:46:24Z,,157,1479842,,2022,Aya Nakamura,cf580d82-3f3e-4b86-8874-7e0fbe794f01,4843823
Voltage FM,562148732,2022-11-24T10:41:17Z,Askim,157,384236,french_music,2019,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,522177
